id	name	bbx
1468	Györköny	18.6670173,46.6009627,18.7627827,46.6702047
2111	Kajászó	18.6673297,47.2845048,18.7529877,47.3435409
1451	Decs	18.6685365,46.2189,18.9123951,46.3122849
2779	Csolnok	18.6713147,47.663322,18.7553891,47.7139642
1435	Alsónyék	18.6716972,46.1780778,18.8033755,46.2391206
2832	Tokodaltáró	18.6722572,47.7082079,18.7078226,47.7436007
1537	Várdomb	18.6769858,46.2307626,18.7252801,46.2772903
1606	Dunaszekcső	18.6822454,46.0454516,18.8027743,46.1348233
2075	Alsószentiván	18.6827395,46.7552244,18.7975506,46.8261724
1510	Őcsény	18.6860309,46.2738981,18.9222006,46.3575647
2098	Etyek	18.6874694,47.3999793,18.7906843,47.4967794
181	Zsámbék	18.6885359,47.496629,18.7992592,47.5822081
1562	Bár	18.688649,46.0335566,18.7373897,46.076986
2802	Máriahalom	18.6887387,47.5996294,18.7434072,47.6411707
2781	Dág	18.6897246,47.6368606,18.7719298,47.6801804
155	Tök	18.6946932,47.5232886,18.8020632,47.6085602
2104	Gyúró	18.6988228,47.3496344,18.7947311,47.415164
1517	Sárpilis	18.6995989,46.2165252,18.7785539,46.2761694
2782	Dorog	18.7000175,47.6958551,18.7632823,47.7372455
1515	Pusztahencse	18.7027702,46.5645044,18.79837,46.6372863
2140	Perkáta	18.7030264,47.0012683,18.8425855,47.1029471
2125	Mezőfalva	18.7044093,46.859088,18.8443048,47.0047485
1438	Báta	18.705159,46.1084778,18.87093,46.2049199
1531	Tolna	18.7072163,46.3658258,18.8260555,46.500934
2132	Nagykarácsony	18.7091886,46.8379594,18.8165229,46.9091181
1460	Fácánkert	18.7103149,46.4346067,18.7664613,46.4787737
2080	Baracska	18.710653,47.2183595,18.8198946,47.3120307
1508	Németkér	18.712842,46.6685058,18.856491,46.7710222
2165	Tordas	18.7152903,47.3276274,18.8116147,47.3703923
2826	Úny	18.7173852,47.623469,18.7821786,47.6623083
100	Perbál	18.7209707,47.5646507,18.8357868,47.6234705
2082	Besnyő	18.7212753,47.1617006,18.8329322,47.2405596
53	Herceghalom	18.7250333,47.4779921,18.7828998,47.5182279
1511	Paks	18.7261346,46.5244058,18.917569,46.7151667
1605	Dunafalva	18.733072,46.0238562,18.8730415,46.1092547
1640	Homorúd	18.7398458,45.911756,18.8564487,46.0146871
153	Tinnye	18.7439663,47.5969287,18.8143827,47.6498623
2122	Martonvásár	18.7445317,47.2919074,18.8543752,47.3540548
2801	Leányvár	18.7464818,47.6604734,18.7814817,47.6977435
3141	Pilisjászfalu	18.7482626,47.6437207,18.811952,47.6711515
1459	Fadd	18.7485817,46.4029523,18.9163761,46.5146714
2793	Kesztölc	18.751316,47.6924946,18.8489254,47.732451
2095	Előszállás	18.7534076,46.7877923,18.8671645,46.8678017
2135	Nagyvenyim	18.7547102,46.9428451,18.8878911,47.0167389
175	Vámosmikola	18.754719,47.9422448,18.8791999,47.9906726
77	Letkés	18.756801,47.857219,18.8459857,47.9129147
59	Ipolytölgyes	18.75737,47.8951296,18.8454043,47.9387824
115	Pusztazámor	18.7575627,47.3711158,18.809266,47.4187082
1456	Dunaszentgyörgy	18.7599193,46.5026338,18.8775532,46.5741424
1443	Bogyiszló	18.7603447,46.3305537,18.8979458,46.4470498
12	Biatorbágy	18.7613545,47.4259407,18.890844,47.4924775
2810	Piliscsév	18.7615926,47.6511388,18.8660655,47.7019533
98	Páty	18.7621159,47.4798021,18.8739764,47.5643932
87	Nagybörzsöny	18.77233,47.8860754,18.9206723,47.9632139
2145	Ráckeresztúr	18.7749559,47.2436856,18.8735068,47.3271222
2072	Adony	18.775953,47.0369236,18.9023263,47.1440573
121	Sóskút	18.7765519,47.3766424,18.8723158,47.4352178
2109	Iváncsa	18.7779231,47.1213748,18.8753593,47.1728394
13	Budajenő	18.779394,47.5477931,18.8531216,47.589071
1514	Pörböly	18.7908663,46.1846053,18.8719365,46.2224442
1455	Dunaföldvár	18.791959,46.7182207,18.9715711,46.8603384
106	Piliscsaba	18.7922676,47.5946883,18.8655053,47.6571427
150	Tárnok	18.7930269,47.3391057,18.8850014,47.3974505
151	Telki	18.7967685,47.531343,18.8601074,47.5730652
2097	Ercsi	18.7981503,47.1622526,18.920477,47.3060417
2081	Beloiannisz	18.7995932,47.1666908,18.8402763,47.1991092
58	Ipolydamásd	18.8006945,47.82797,18.8547059,47.875315
354	Hercegszántó	18.8030213,45.9047907,19.0098003,45.9765343
407	Szeremle	18.8109555,46.0994252,18.938262,46.1657714
2811	Pilismarót	18.8120584,47.71589,18.9057018,47.818972
101	Perőcsény	18.8120899,47.9332987,18.9489069,48.024555
2079	Baracs	18.8135665,46.8553686,18.934756,46.9512328
	Daruszentmiklós	18.8170897,46.8317085,18.888176,46.8945429
152	Tésa	18.819323,48.0184965,18.859092,48.043125
314	Baja	18.8220751,46.1254222,19.1400779,46.2407577
333	Dávod	18.8252713,45.9433015,19.0174245,46.0244343
65	Kemence	18.8291252,47.9542819,18.9942002,48.052572
40	Érd	18.8332963,47.3145272,18.9623177,47.4300203
321	Bátmonostor	18.833514,46.0740405,18.9664937,46.1277146
89	Nagykovácsi	18.83453,47.5375673,18.9357518,47.5963484
2144	Rácalmás	18.8347392,46.9911223,18.9688575,47.0486231
388	Nagybaracska	18.8390801,46.0145934,18.9243543,46.0861886
82	Márianosztra	18.8398239,47.8430654,18.9100461,47.8959067
1464	Gerjen	18.8451036,46.4429856,18.9240465,46.5320666
135	Szob	18.8461893,47.8034771,18.9112069,47.8593757
107	Pilisszántó	18.8467598,47.6461341,18.9227403,47.6926083
109	Pilisszentkereszt	18.8467598,47.6806749,18.9376564,47.7208496
157	Törökbálint	18.8517411,47.4087903,18.972398,47.4695511
3132	Kulcs	18.8525181,47.0289575,18.9469064,47.0715177
15	Budakeszi	18.8532174,47.4710476,18.9477351,47.5447041
10	Bernecebaráti	18.8533508,47.9878025,19.0072372,48.058682
108	Pilisszentiván	18.8553131,47.5928277,18.913558,47.6217644
111	Pilisvörösvár	18.8553131,47.6025373,18.9556075,47.6605953
1446	Bölcske	18.8553773,46.6798215,19.0065213,46.7693785
124	Százhalombatta	18.8583169,47.2744845,18.9512465,47.3490888
336	Dunaszentbenedek	18.8590763,46.5641228,18.9712842,46.6306681
2094	Dunaújváros	18.8605567,46.8907336,18.9657606,47.0019812
339	Érsekcsanád	18.8624552,46.2103935,19.0787519,46.2906737
349	Géderlak	18.8651769,46.5801425,19.022069,46.6299208
16	Budaörs	18.8657631,47.4277417,18.9826683,47.4864198
2783	Dömös	18.8713811,47.7098468,18.9419843,47.7901611
118	Ráckeve	18.8729056,47.1055334,19.0243007,47.2251664
391	Ordas	18.8777859,46.6126203,18.9706559,46.6536089
78	Lórév	18.8796102,47.0956438,18.9281101,47.1344704
415	Uszód	18.8845825,46.5438502,19.0320184,46.5850998
340	Fajsz	18.8851219,46.3192262,18.9626744,46.4429856
81	Makád	18.8908143,47.0300405,18.9807459,47.1120615
338	Dusnok	18.8934561,46.3379309,19.0832559,46.4327777
74	Kóspallag	18.8935663,47.845378,18.951094,47.8956481
343	Foktő	18.8952155,46.4913486,18.9911352,46.5945974
180	Zebegény	18.8963546,47.7825484,18.9435299,47.8286249
120	Solymár	18.8968066,47.570643,18.9969388,47.6102234
1493	Madocsa	18.8970404,46.6390992,19.0065256,46.7183522
	Remeteszőlős	18.9039475,47.5441443,18.9408504,47.57914
184	Nagymaros	18.9050432,47.7641811,18.9960518,47.856815
134	Szigetújfalu	18.9060916,47.2179103,18.9606395,47.2623211
361	Kalocsa	18.9085014,46.4617155,19.0612662,46.5675797
22	Csobánka	18.9099827,47.6102234,18.9846709,47.6836494
2115	Kisapostag	18.9102168,46.8786395,18.9496926,46.9262411
128	Szigetbecse	18.9130191,47.0810944,19.001504,47.140653
136	Szokolya	18.9138245,47.8363031,19.0474883,47.9440015
402	Sükösd	18.9155831,46.2469451,19.0864546,46.3783068
322	Bátya	18.9163761,46.420955,18.9906984,46.5062397
129	Szigetcsép	18.9166909,47.2378442,18.9933203,47.2845375
156	Tököl	18.9166909,47.2750914,19.0162557,47.3652582
328	Csátalja	18.9168528,46.0070485,19.0064869,46.0861886
112	Pomáz	18.917803,47.6209412,19.0694087,47.7077057
31	Diósd	18.9191928,47.393918,18.9624691,47.4218806
179	Visegrád	18.9193694,47.7247146,19.0107707,47.8063452
110	Pilisszentlászló	18.9211469,47.7003574,19.0079931,47.7456892
132	Szigetszentmárton	18.9223085,47.1930986,18.9745128,47.2452832
334	Dunaegyháza	18.9242645,46.8241957,18.9742346,46.8653058
399	Solt	18.9243332,46.7400703,19.161153,46.8706972
	Adyliget	18.9251057,47.5418333,18.9466242,47.5527905
312	Apostag	18.926453,46.8428778,19.025267,46.9060794
	Budakeszierdő	18.926897,47.483535,18.966009,47.533587
224	Hont	18.928061,48.0170992,19.0310443,48.070113
	Budaliget	18.9288432,47.5595181,18.9544452,47.5756425
	Máriaremete	18.9341564,47.5435386,18.954907,47.5645238
	Budakeszierdő	18.934319,47.525732,18.951662,47.537567
	Petneházyrét	18.9346908,47.5282467,18.9486478,47.5436521
	Hárshegy	18.9358146,47.5199131,18.9755914,47.5467562
	Pesthidegkút-Ófalu	18.9394613,47.5637758,18.9712749,47.578906
206	Diósjenő	18.9409537,47.9124469,19.100185,47.9851567
335	Dunapataj	18.9417009,46.5847158,19.1949889,46.6879097
68	Kismaros	18.9423013,47.8145555,19.0192239,47.8568325
417	Vaskút	18.944514,46.0546382,19.082511,46.1483249
	Csillebérc	18.9460603,47.4760939,18.9798303,47.4994763
	Hűvösvölgy	18.9462038,47.5344803,18.9783474,47.5449439
67	Kiskunlacháza	18.9484581,47.1191651,19.1306007,47.2623948
	Remetekertváros	18.9488517,47.5454873,18.9647374,47.5592151
	Széphalom	18.9491634,47.5518536,18.9669313,47.5670651
404	Szalkszentmárton	18.9502237,46.9232274,19.1447983,47.0054783
	Jánoshegy	18.9503931,47.5066428,18.9721333,47.5282781
	Nagytétény	18.9513008,47.3729467,19.0196066,47.426014
	Erzsébettelek	18.9524474,47.5444151,18.9637077,47.5478476
387	Miske	18.9544452,46.3984841,19.1014403,46.4735044
52	Halásztelek	18.9551536,47.3440957,19.0046826,47.3872021
105	Pilisborosjenő	18.9556075,47.5879093,19.007671,47.6282093
409	Tass	18.95665,46.9628146,19.1414678,47.0641085
33	Dömsöd	18.95665,47.034441,19.0937069,47.1434675
337	Dunavecse	18.958589,46.8665097,19.1352754,46.9369456
	Kurucles	18.9602615,47.5184775,18.9900033,47.5307159
	Svábhegy	18.9602881,47.492491,18.9959379,47.509956
	Zugliget	18.9613624,47.5036195,18.9849439,47.521647
	Hársakalja	18.9615864,47.5442565,18.9713926,47.5577294
	Erzsébetliget	18.9621897,47.5576435,18.9793998,47.5658035
	Gercse	18.9648047,47.5623386,18.9896379,47.5769028
	Nyék	18.9653976,47.5288337,18.9932234,47.5511954
	Kővár	18.967156,47.5456005,18.9986894,47.5656295
	Széchenyihegy	18.9677425,47.4849359,18.9970518,47.4998689
8	Áporka	18.9680982,47.2029384,19.0469392,47.2546556
	Baross Gábor-telep	18.96891,47.4010303,19.010138,47.429072
	Örsöd	18.9698967,47.4471557,19.0075271,47.4632172
	Pösingermajor	18.9702723,47.469007,18.9867766,47.4813322
	Lipótmező	18.97094,47.5280708,18.9843492,47.5364853
	Virányos	18.9729643,47.509978,19.0085159,47.5184775
14	Budakalász	18.9745156,47.605818,19.0917193,47.6407665
	Kamaraerdő	18.9747601,47.4277565,18.9954761,47.439366
125	Szentendre	18.975287,47.6260791,19.0913537,47.7285618
	Kútvölgy	18.9755944,47.5014201,19.0092381,47.5127245
	Csúcshegy	18.976838,47.5668998,19.0075242,47.5890291
130	Szigethalom	18.9772788,47.292164,19.0347845,47.3367793
	Magasút	18.977365,47.4763002,18.9925018,47.4862413
	Kőérberek	18.9780246,47.4291883,19.012506,47.455976
	Spanyolrét	18.9786845,47.46315,18.9844861,47.4709191
	Farkasvölgy	18.9787718,47.4807129,18.9986077,47.4873729
70	Kisoroszi	18.9802912,47.791472,19.0633092,47.8201887
80	Majosháza	18.9808205,47.2454912,19.0528795,47.282662
	Pasarét	18.9811872,47.5098121,19.0146165,47.5306018
389	Nemesnádudvar	18.981504,46.2796925,19.1073575,46.3988853
	Madárhegy	18.9815875,47.462015,18.9937628,47.4741413
352	Harta	18.9837867,46.617759,19.196715,46.7591265
	Szépilona	18.9844919,47.5172527,18.9967304,47.5219493
	Szépvölgy	18.9847335,47.5338494,19.0109798,47.5559779
265	Nógrád	18.9857648,47.8679121,19.105839,47.9337662
	Sasad	18.9858841,47.4649856,19.0231031,47.4837766
	Törökvész	18.9868328,47.5093575,19.0204943,47.5339646
	Hosszúrét	18.9877674,47.4612247,19.0054436,47.4749202
347	Gara	18.9878572,45.9857279,19.1045793,46.0820615
	Istenhegy	18.9880126,47.4984978,19.0103614,47.5091267
	Hármashatárhegy	18.9886243,47.5418397,19.0169212,47.570617
262	Nagyoroszi	18.9890993,47.9798208,19.1257701,48.0437781
165	Üröm	18.9899815,47.5834814,19.0345613,47.6164136
	Gazdagrét	18.9916125,47.4625102,19.0120404,47.474483
133	Szigetszentmiklós	18.9917457,47.3120868,19.1053171,47.404866
	Farkasrét	18.9919549,47.4810364,19.0077037,47.4878078
	Mártonhegy	18.9924571,47.4864025,19.0103033,47.4942409
	Csatárka	18.9927322,47.5292332,19.0106379,47.5355101
	Solymárvölgy	18.9936224,47.572949,19.0147764,47.585955
	Orbánhegy	18.9936744,47.4913846,19.0202245,47.5003638
	Budatétény	18.9939028,47.3993444,19.0329007,47.4325847
34	Dunabogdány	18.995574,47.7285618,19.0870227,47.8050896
37	Dunavarsány	18.9966586,47.2662891,19.1079295,47.3170177
	Dobogó	18.9975782,47.4542615,19.0085417,47.4625102
	Harsánylejtő	18.997589,47.5650474,19.0112396,47.5747599
421	Drágszél	18.9978552,46.4541039,19.0656522,46.4944696
	Óbuda hegyvidéke	18.9981705,47.5295181,19.0357585,47.5748044
	Pálvölgy	18.9990081,47.5302358,19.0175652,47.5402562
	Aranyhegy-Ürömhegy-Péterhegy	18.9997551,47.5704788,19.0366015,47.5881532
208	Drégelypalánk	19.0004061,48.00952,19.0951744,48.078179
	Vérhalom	19.0022951,47.5188807,19.0251237,47.5292332
	Zöldmál	19.0035245,47.5262952,19.031838,47.5311986
1	Verőce	19.0039518,47.8124167,19.0870704,47.8633393
	Budafok	19.0049439,47.3896437,19.0480195,47.4485498
	Németvölgy	19.0052143,47.4837246,19.030383,47.4980169
	Péterhegy	19.0053889,47.4440979,19.0171533,47.4583095
	Őrmező	19.0054436,47.452171,19.0236757,47.4746407
76	Leányfalu	19.0057351,47.6945307,19.0963912,47.7405065
	Kissvábhegy	19.0060586,47.4978023,19.0221405,47.5082151
	Sashegy	19.006707,47.473931,19.026926,47.487368
	Krisztinaváros	19.008516,47.493601,19.026793,47.50998
139	Tahitótfalu	19.0096866,47.729323,19.1327056,47.814226
426	Bácsszentgyörgy	19.0098003,45.960209,19.0795504,46.000043
	Sashegy	19.010238,47.48279,19.023028,47.486102
195	Borsosberény	19.0123389,47.9440061,19.1596781,47.9900934
	Rézmál	19.0126,47.5134307,19.0246252,47.5204376
	Országút	19.0126002,47.5060604,19.042713,47.5158355
	Kaszásdűlő	19.0144364,47.547473,19.0472312,47.5750378
	Kelenvölgy	19.014753,47.4385041,19.0348319,47.4582621
403	Szakmár	19.0165494,46.525305,19.1944362,46.6201233
	Csepel-Háros	19.0189473,47.3849311,19.0707174,47.4075946
	Kelenföld	19.0205561,47.449203,19.0673519,47.4841445
	Rózsadomb	19.0205741,47.5121413,19.0366813,47.520755
	Szemlőhegy	19.0217295,47.5201353,19.0350403,47.5287795
355	Homokmégy	19.023217,46.4342909,19.1946931,46.5336905
	Krisztinaváros	19.023733,47.488275,19.038517,47.50606
	Gellérthegy	19.024516,47.479525,19.054805,47.488681
	Víziváros	19.024804,47.49317,19.046391,47.508081
	Csillaghegy	19.0252745,47.5755704,19.0728392,47.6067113
	Albertfalva	19.0261987,47.4301856,19.0537044,47.4552264
	Vár	19.0265961,47.4940122,19.0416445,47.5054247
	Víziváros	19.026642,47.507541,19.042713,47.511824
	Óbuda	19.028729,47.5310534,19.0484717,47.5503125
	Mocsárosdűlő	19.0287897,47.5671351,19.0492711,47.579959
	Újlak	19.028905,47.526869,19.045511,47.53338
425	Újtelek	19.0298005,46.579767,19.0855773,46.610998
	Újlak	19.029845,47.520869,19.042155,47.529518
	Szentimreváros	19.0298504,47.4741904,19.0534594,47.4849369
	Felhévíz	19.0301647,47.5119922,19.0426256,47.5213074
	Gellérthegy	19.030383,47.485693,19.044672,47.489764
30	Délegyháza	19.0304504,47.2083367,19.1187883,47.2738899
	Békásmegyer	19.0305839,47.591226,19.0761463,47.6100943
	Tabán	19.0359315,47.4870983,19.0513066,47.4955819
	Csepel-Rózsadomb	19.0382234,47.3993627,19.0576354,47.4143359
140	Taksony	19.0388154,47.2830787,19.1358911,47.3464617
350	Hajós	19.040316,46.3192395,19.2135049,46.4571211
416	Újsolt	19.0413693,46.8242251,19.1440476,46.8908606
	Lipótváros	19.0420223,47.4944418,19.0556769,47.5147466
	Aquincum	19.0437498,47.549459,19.0671975,47.5688205
	Csepel-Gyártelep	19.0444271,47.4124228,19.0679476,47.4360888
192	Berkenye	19.0446616,47.8530452,19.1052045,47.9017905
	Lágymányos	19.0452426,47.4685322,19.0675055,47.4857856
	Újlipótváros	19.0452562,47.5105089,19.0632884,47.5267806
	Belváros	19.0463905,47.4857856,19.0617798,47.4975371
	Óbudai-sziget	19.0471745,47.5348062,19.0648985,47.5625682
	Rómaifürdő	19.0482331,47.5631371,19.0690312,47.5787474
	Csepel-Ófalu	19.0505518,47.4352403,19.07221,47.4420321
	Csepel-Szigetcsúcs	19.0516722,47.4392752,19.0877385,47.4619344
	Csepel-Csillagtelep	19.0526422,47.4027078,19.0771844,47.4201092
	Vizafogó	19.0530465,47.5245619,19.0731534,47.5514364
	Nádorkert	19.0531656,47.4659167,19.0598752,47.4695353
	Belső-Ferencváros	19.054805,47.4788935,19.0699869,47.4896787
	Terézváros	19.0548224,47.4975371,19.0808372,47.5187773
	Erzsébetváros	19.0551915,47.4943506,19.0911496,47.5112158
422	Dunatetétlen	19.05523,46.7309056,19.1787793,46.8017214
	Infopark	19.0560546,47.4686371,19.062725,47.4720161
	Angyalföld	19.0595777,47.5157503,19.0974861,47.560717
	Palotanegyed	19.0600033,47.4858229,19.071167,47.4971412
35	Dunaharaszti	19.0608684,47.3081678,19.1496204,47.3787423
	Népsziget	19.061952,47.5495462,19.0772031,47.5676656
	Göncz Árpád városközpont	19.0630355,47.5315469,19.0720111,47.5353364
	Középső-Ferencváros	19.0635389,47.46821,19.106881,47.4858229
	Külső-Ferencváros	19.0639288,47.4399579,19.1139428,47.4726712
	Csepel-Erdőalja	19.064373,47.4163039,19.0751156,47.4231133
	Csepel-Erdősor	19.0652879,47.4024094,19.0853986,47.4134285
318	Bácsbokod	19.0660987,46.1048577,19.242436,46.1692121
	Csepel-Belváros	19.0670282,47.4211336,19.0729948,47.4353798
	Újpest	19.0671975,47.5446343,19.1138681,47.5880453
329	Csávoly	19.0672151,46.1734531,19.1664143,46.275124
229	Ipolyvece	19.0684971,48.0338703,19.1417239,48.072979
168	Vác	19.0685833,47.7323476,19.2248038,47.8505663
319	Bácsborsód	19.0688106,46.0351872,19.2357076,46.1243271
	Corvin negyed	19.0699869,47.4826502,19.0801045,47.4897085
	Népszínház negyed	19.0705881,47.4935741,19.0852943,47.4995209
	Csarnok negyed	19.070652,47.4891565,19.080418,47.4962414
	Csepel-Szabótelep	19.0707898,47.427079,19.0917307,47.4404751
131	Szigetmonostor	19.0712456,47.5891295,19.1242383,47.6981026
	Csepel-Kertváros	19.0718157,47.4145561,19.0991647,47.4281504
	Csepel-Királyerdő	19.071932,47.387047,19.1091427,47.4202273
6	Apaj	19.0720003,47.0450936,19.1686764,47.194415
	Városliget	19.0723516,47.5067784,19.0939644,47.5224426
551	Megyer	19.0724995,47.5702785,19.1156835,47.5980291
551	Megyer	19.0724995,47.5702785,19.1156835,47.5980291
291	Szendehely	19.0740694,47.8382066,19.1803847,47.868657
	Tolmács	19.0763617,47.9036625,19.1352931,47.9493673
	Magdolna negyed	19.0767506,47.4881675,19.0913437,47.494845
	Losonci negyed	19.0774764,47.4815508,19.0858592,47.4893878
423	Érsekhalma	19.0788118,46.291105,19.1661739,46.3714459
393	Öregcsertő	19.0789142,46.4947851,19.1859358,46.5694488
	Kerepesdűlő	19.079543,47.490126,19.1046756,47.5020002
380	Kunszentmiklós	19.0814423,46.9079837,19.2557171,47.0975471
280	Rétság	19.0820628,47.8941299,19.1652779,47.9665086
	Orczy negyed	19.0822197,47.4791006,19.0935142,47.4894184
	Káposztásmegyer	19.0824294,47.5747893,19.1234631,47.6131468
	Herminamező	19.0828161,47.5105238,19.1120785,47.5254052
	Csepel-Királymajor	19.0842188,47.4222392,19.0927408,47.4274798
398	Rém	19.0842591,46.2168185,19.1928547,46.2998513
	Istvánmező	19.0858406,47.499654,19.1082765,47.5130051
17	Bugyi	19.0863891,47.0891586,19.2371666,47.2998021
	Alsórákos	19.086628,47.5054404,19.1570498,47.5460101
	Gubacs	19.0878896,47.4255477,19.1034026,47.4415026
	Ganz negyed	19.0885235,47.4821382,19.1091061,47.4919074
	Tisztviselőtelep	19.0893278,47.4756216,19.1035832,47.4857905
113	Pócsmegyer	19.089335,47.6887963,19.1327056,47.7414814
	Soroksár	19.0913176,47.3496899,19.1989675,47.4296751
	Erzsébetfalva	19.0935604,47.4282062,19.126928,47.4550234
310	Nőtincs	19.097838,47.8556707,19.1883734,47.9036802
	Népliget	19.0986707,47.4726712,19.1189718,47.4863921
	Százados negyed	19.098895,47.4883655,19.1092791,47.5001775
	Törökőr	19.0989175,47.5001775,19.1250254,47.5167494
36	Dunakeszi	19.0992826,47.5979524,19.1759338,47.6736225
	Istvántelek	19.0993775,47.5423249,19.1109056,47.5625516
	Pacsirtatelep	19.1026076,47.4115844,19.1316474,47.4331512
	Rákospalota	19.1027273,47.5350213,19.180781,47.599848
	Székesdűlő	19.1032477,47.6060145,19.1090625,47.6114794
	Millenniumtelep	19.104054,47.3751328,19.1124164,47.380971
	Gyárdűlő	19.106881,47.4668699,19.1319182,47.483486
	József Attila-lakótelep	19.1078762,47.4550234,19.1283263,47.4714878
	Kiszugló	19.1078886,47.5115928,19.1200464,47.5194245
	Laposdűlő	19.1081134,47.4826532,19.1274252,47.5010214
275	Patak	19.108217,48.0049127,19.1746145,48.074146
225	Horpács	19.108736,47.9839829,19.1620353,48.007974
	Kossuthfalva	19.1125852,47.4320852,19.1286118,47.4430444
	Ligettelek	19.1138309,47.4826532,19.1418436,47.5033446
	Wekerletelep	19.1139428,47.4471771,19.1382439,47.4638439
	Nagyzugló	19.115062,47.5021047,19.1363039,47.5147519
	Pestújhely	19.1154392,47.5314265,19.13722,47.5493117
	Soroksár-Újtelep	19.1198475,47.4084805,19.142725,47.4250877
48	Göd	19.1206995,47.6546302,19.1918433,47.7194045
	Gubacsipuszta	19.1212772,47.415869,19.1591201,47.441815
	Szabótelep	19.1218728,47.4383349,19.1339313,47.4461849
	Kúttó	19.1227766,47.4636305,19.1512053,47.4768992
5	Alsónémedi	19.1252901,47.2495579,19.222216,47.3610728
323	Borota	19.1254748,46.2297189,19.2808117,46.3412686
	Kispest	19.125495,47.4254406,19.171943,47.4665883
138	Sződliget	19.126379,47.7125452,19.1846154,47.7418291
	Óhegy	19.1274252,47.4636305,19.1655818,47.4922627
	Újpalota	19.1276185,47.5258691,19.1619387,47.552275
428	Szabadszállás	19.1290387,46.8097238,19.4207696,46.9508636
327	Császártöltés	19.1328069,46.3675451,19.2907425,46.4768599
363	Katymár	19.1337859,45.9877968,19.3027132,46.0716396
	Rákosfalva	19.1352819,47.5033446,19.1539769,47.512258
	Felsőrákos	19.1363039,47.4856663,19.2216147,47.5068866
279	Pusztaberki	19.1364791,47.9553971,19.1863595,47.9900551
43	Fót	19.1375457,47.5642885,19.2310853,47.6554157
342	Felsőszentiván	19.1384573,46.1558178,19.2586473,46.2509532
72	Kosd	19.1395941,47.7711097,19.2312022,47.8491785
302	Tereske	19.1404386,47.9267886,19.238102,47.9683294
308	Bánk	19.1420911,47.9074137,19.2026543,47.9497027
	Rákosszentmihály	19.1449215,47.5126203,19.1976933,47.5461324
205	Dejtár	19.1462453,48.0223733,19.2285576,48.066054
	Téglagyárdűlő	19.1480778,47.4729866,19.1794959,47.4905806
216	Érsekvadkert	19.148672,47.9610676,19.3020659,48.040195
	Újhegy	19.1512053,47.4581723,19.1786873,47.4774813
311	Akasztó	19.1514668,46.6310793,19.2581971,46.7400136
	Sashalom	19.1537189,47.4984681,19.194037,47.5200434
	Liptáktelep	19.1540145,47.4368923,19.1700213,47.4506657
137	Sződ	19.154058,47.6812254,19.2206792,47.7296405
346	Fülöpszállás	19.1550563,46.7666646,19.3999778,46.8892664
217	Felsőpetény	19.1561626,47.873892,19.2280536,47.9154389
273	Ősagárd	19.1583441,47.8419122,19.2228301,47.8773599
	Gloriett telep	19.1591193,47.4201403,19.1992855,47.4363833
	Havanna-lakótelep	19.1598839,47.4336772,19.1722552,47.4450922
	Rendessytelep	19.1608635,47.4467483,19.1712424,47.4569675
24	Csömör	19.1611232,47.5327422,19.2524253,47.5853092
	Lakatos-lakótelep	19.1625592,47.445315,19.1816218,47.4600814
	Halmierdő	19.1647819,47.4125122,19.2081471,47.4309149
	Kossuth Ferenc-telep	19.1661928,47.3965478,19.1862648,47.4142766
	Szent Lőrinc-lakótelep	19.1670921,47.4315666,19.1772208,47.4391579
400	Soltszentimre	19.1677088,46.7189847,19.3062028,46.781761
	Erzsébettelep	19.1686804,47.4532082,19.1924528,47.4672948
	Bókaytelep	19.169049,47.4332578,19.1967899,47.4467483
	Keresztúridűlő	19.1703911,47.4589446,19.207722,47.4847443
25	Csörög	19.1710831,47.7212381,19.2070895,47.7471353
	Újpéteritelep	19.1728542,47.3976208,19.2075444,47.4173281
	Lónyaytelep	19.1733835,47.4425632,19.1894966,47.4552139
	Belsőmajor	19.1747743,47.3854644,19.202897,47.4040261
23	Csomád	19.176569,47.6370457,19.2430091,47.6812254
	Kőbánya-Kertváros	19.1781432,47.4760041,19.2165264,47.4871991
	Mátyásföld	19.1786692,47.4925239,19.2311661,47.5253558
50	Gyál	19.179723,47.3354977,19.2612609,47.4030528
	Miklóstelep	19.1798294,47.4364651,19.2137772,47.4536137
	Árpádföld	19.1814633,47.5278881,19.2211482,47.5403572
364	Kecel	19.1816252,46.4661278,19.3519761,46.6070904
94	Ócsa	19.1879026,47.229938,19.3321264,47.3437601
185	Alsópetény	19.1911973,47.8483034,19.282272,47.8967012
	Cinkota	19.1914548,47.4923785,19.2638164,47.5368905
173	Vácrátót	19.1918433,47.675161,19.2730495,47.7414013
	Bélatelep	19.19203,47.4525997,19.2057551,47.4628431
27	Dabas	19.1930614,47.1009901,19.3980609,47.2558145
169	Vácduka	19.1931051,47.7356171,19.2506867,47.765385
368	Kiskőrös	19.1939088,46.5639634,19.3884466,46.6721157
	Erdőskert	19.1948513,47.3914264,19.2137866,47.4055655
	Szemeretelep	19.1948856,47.4291703,19.2233325,47.443876
	Ferihegy	19.1953131,47.4192339,19.2657695,47.4588921
	Szent Imre kertváros	19.1954816,47.4185735,19.218009,47.4364214
	Rákoshegy	19.1959678,47.4363091,19.2983714,47.4797489
282	Romhány	19.1964472,47.8882533,19.2948993,47.94616
424	Kéleshalom	19.1987036,46.3076516,19.3428731,46.403185
	Krepuska Géza-telep	19.1993714,47.4080461,19.2104062,47.4173537
